"sub","hit","miss","fa","cr","tot","hr","far","zhr","zfar","dprime","hr1","hr2","hr4","hr8","hr16","hr32","hr64","hr128","hits1","hits2","hits4","hits8","hits16","hits32","hits64","hits128","dp1","dp2","dp4","dp8","dp16","dp32","dp64","dp128","hrPass","hitsPass"
"lts3_0312I_11_01",183,54,81,996,1314,0.772151898734177,0.0752089136490251,0.745952345711346,-1.43805719242636,2.18400953813771,0.766666666666667,0.844444444444444,0.818181818181818,0.625,0.85,0.75,0.722222222222222,0.5625,23,38,36,15,34,15,13,9,2.165970483308,2.45095052987105,2.34651506096375,1.75669655639074,2.47449058192015,2.11254694262244,2.02751299027614,1.59536787703653,TRUE,TRUE
"lts3_0312I_12_01",202,36,23,1053,1314,0.848739495798319,0.0213754646840149,1.03104224774394,-2.02613522396763,3.05717747171157,1,0.91304347826087,0.886363636363636,0.875,0.85,0.7,0.777777777777778,0.5,30,42,39,21,34,14,14,8,Inf,3.38587260790623,3.23354927418983,3.17648460434363,3.06256861346142,2.55053573667567,2.79084489775401,2.02613522396763,TRUE,TRUE
"lts3_0314D_13_01",155,83,57,1019,1314,0.651260504201681,0.0529739776951673,0.388725804401452,-1.61667730452368,2.00540310892513,0.766666666666667,0.739130434782609,0.75,0.666666666666667,0.675,0.5,0.277777777777778,0.4375,23,34,33,16,27,10,5,7,2.34459059540532,2.25734419444278,2.29116705471976,2.04740460381914,2.07043949469356,1.61667730452368,1.0272215066739,1.45936661991351,FALSE,TRUE
"lts3_0314D_14_01",223,15,56,1020,1314,0.936974789915966,0.0520446096654275,1.52986390201488,-1.62534428952092,3.1552081915358,1,1,0.977272727272727,0.916666666666667,1,0.85,0.722222222222222,0.75,30,46,43,22,40,17,13,12,Inf,Inf,3.6257678586269,3.00833841662156,Inf,2.66177767901471,2.2148000873707,2.299834039717,TRUE,TRUE
"lts3_0314I_15_01",220,18,33,1043,1314,0.92436974789916,0.0306691449814126,1.43509332926594,-1.87104899724502,3.30614232651096,1,0.978260869565217,1,0.875,0.95,0.95,0.833333333333333,0.5,30,45,44,21,38,19,15,8,Inf,3.89013519782816,Inf,3.02139837762103,3.51590262419649,3.51590262419649,2.83847056334672,1.87104899724502,TRUE,TRUE
"lts3_0315D_16_01",199,38,71,1006,1314,0.839662447257384,0.0659238625812442,0.993071512731737,-1.50685540165219,2.49992691438393,0.96551724137931,0.956521739130435,0.863636363636364,0.833333333333333,0.8,0.75,0.5,0.8125,28,44,38,20,32,15,9,13,3.32550099450225,3.21853070816192,2.6036589637457,2.47427696775389,2.3484766352251,2.18134515184827,1.50685540165219,2.39400196067107,TRUE,TRUE
"lts3_0316D_19_01",186,52,62,1014,1314,0.781512605042017,0.0576208178438662,0.77731187620798,-1.57506416002403,2.35237603623201,0.933333333333333,0.91304347826087,0.818181818181818,0.708333333333333,0.7,0.65,0.611111111111111,0.6875,28,42,36,17,28,13,11,11,3.07615010606805,2.93480154396264,2.48352202856142,2.12358644272213,2.09946467273207,1.9603846264316,1.85728030708654,2.0638405711387,TRUE,TRUE
"lts3_0316I_17_01",221,16,55,1022,1314,0.932489451476793,0.0510677808727948,1.49459145710853,-1.63458744304443,3.12917890015296,1,1,1,0.958333333333333,1,0.85,0.777777777777778,0.5,30,45,44,23,40,17,14,8,Inf,Inf,Inf,3.36625183916668,Inf,2.67102083253822,2.39929711683082,1.63458744304443,TRUE,TRUE
"lts3_0316I_18_01",179,58,115,962,1314,0.755274261603376,0.10677808727948,0.691181518303336,-1.24384619614373,1.93502771444707,0.896551724137931,0.826086956521739,0.863636363636364,0.666666666666667,0.775,0.7,0.611111111111111,0.3125,26,38,38,16,31,14,11,5,2.50599137276654,2.18266051302064,2.34064975823725,1.67457349543919,1.9992612225042,1.76824670885178,1.52606234320624,0.755069785029065,TRUE,TRUE
"lts3_0319I_21_01",204,34,42,1035,1315,0.857142857142857,0.0389972144846797,1.06757052387814,-1.76244329581544,2.83001381969358,1,0.978260869565217,0.931818181818182,0.958333333333333,0.825,0.75,0.722222222222222,0.25,30,45,41,23,33,15,13,4,Inf,3.78152949639858,3.25191333814338,3.49410769193768,2.69703258688892,2.43693304601152,2.35189909366522,1.08795354561936,FALSE,TRUE
"lts3_0319I_22_01",224,13,8,1069,1314,0.945147679324895,0.0074280408542247,1.59952210325136,-2.43586855925719,4.03539066250855,1,0.978260869565217,0.977272727272727,0.958333333333333,0.975,0.9,0.833333333333333,0.75,29,45,43,23,39,18,15,12,Inf,4.45495475984033,4.43629212836317,4.16753295537944,4.39583254379724,3.71742012480179,3.40329012535889,3.11035830945327,TRUE,TRUE
"lts3_0319I_30_01",235,3,15,1062,1315,0.987394957983193,0.0139275766016713,2.23816826927623,-2.19932032892379,4.43748859820002,1,1,1,1,1,1,0.888888888888889,0.9375,30,46,44,24,40,20,16,15,Inf,Inf,Inf,Inf,Inf,Inf,3.41996067777114,3.73344087327634,TRUE,TRUE
"lts3_0320D_24_01",189,49,61,1015,1314,0.794117647058823,0.0566914498141264,0.82079208833238,-1.5831692215379,2.40396130987028,0.933333333333333,0.891304347826087,0.909090909090909,0.666666666666667,0.825,0.7,0.666666666666667,0.3125,28,41,40,16,33,14,12,5,3.08425516758192,2.81666378350659,2.91834695765683,2.01389652083335,2.51775851261138,2.10756973424594,2.01389652083335,1.09439281042323,TRUE,TRUE
"lts3_0320I_23_01",171,66,100,977,1314,0.721518987341772,0.0928505106778087,0.587359891222855,-1.32340412317869,1.91076401440155,0.933333333333333,0.866666666666667,0.75,0.833333333333333,0.725,0.5,0.444444444444444,0.25,28,39,33,20,29,10,8,4,2.82449006922272,2.43417573981548,1.99789387337477,2.29082568928039,1.92116424922117,1.32340412317869,1.18369382429683,0.64891437298261,FALSE,TRUE
"lts3_0321D_26_01",218,18,55,1023,1314,0.923728813559322,0.0510204081632653,1.43060876896063,-1.63503926680171,3.06564803576234,1,1,1,1,0.95,0.9,0.666666666666667,0.5,29,45,44,24,38,18,12,8,Inf,Inf,Inf,Inf,3.27989289375318,2.91659083234631,2.06576656609717,1.63503926680171,TRUE,TRUE
"lts3_0321D_27_01",177,60,308,769,1314,0.746835443037975,0.285979572887651,0.66456444941058,-0.565168520912963,1.22973297032354,0.827586206896552,0.869565217391304,0.909090909090909,0.75,0.65,0.4,0.722222222222222,0.5,24,40,40,18,26,8,13,8,1.50983811230744,1.6895067524816,1.9003462570319,1.23965827110905,0.950488987320531,0.311821417777164,1.15462431876274,0.565168520912963,TRUE,TRUE
"lts3_0321I_25_01",213,24,39,1038,1314,0.89873417721519,0.0362116991643454,1.27437190141839,-1.79644735453266,3.07081925595105,0.966666666666667,1,0.954545454545455,0.916666666666667,0.925,0.95,0.555555555555556,0.5625,29,45,42,22,37,19,10,9,3.63036199034858,Inf,3.48706898411756,3.1794414816333,3.23597882547112,3.44130098148414,1.93615765341453,1.95375803914284,TRUE,TRUE
"lts3_0322D_28_01",205,32,158,919,1314,0.864978902953586,0.146703806870938,1.10296539305221,-1.05067558352694,2.15364097657915,1,0.847826086956522,0.840909090909091,0.625,0.9,0.9,1,0.8125,29,39,37,15,36,18,18,13,Inf,2.07782985644194,2.04887675567983,1.36931494749132,2.33222714907154,2.33222714907154,Inf,1.93782214254582,TRUE,TRUE
"lts3_0322I_20_01",178,60,63,1013,1314,0.747899159663866,0.0585501858736059,0.667893337314952,-1.56706126641202,2.23495460372697,0.966666666666667,0.956521739130435,0.931818181818182,0.541666666666667,0.725,0.45,0.388888888888889,0.375,29,44,41,13,29,9,7,6,3.40097590222794,3.27873657292175,3.05653130873996,1.6716947220261,2.1648213924545,1.44139991955695,1.28484511934951,1.24842190244765,TRUE,TRUE
"lts3_0322I_29_01",236,2,39,1037,1314,0.991596638655462,0.0362453531598513,2.39090889668115,-1.79602396121666,4.1869328578978,0.966666666666667,1,1,1,1,1,1,0.9375,29,46,44,24,40,20,18,15,3.62993859703257,Inf,Inf,Inf,Inf,Inf,Inf,3.3301445055692,TRUE,TRUE
"lts3_0323D_31_01",233,5,30,1046,1314,0.978991596638655,0.0278810408921933,2.03335364795163,-1.9128904236724,3.94624407162402,1,1,1,1,1,0.9,0.944444444444444,0.875,30,46,44,24,40,18,17,14,Inf,Inf,Inf,Inf,Inf,3.194441989217,3.50610924169545,3.0632398040484,TRUE,TRUE
"lts3_0323I_32_01",182,56,152,924,1314,0.764705882352941,0.141263940520446,0.721522283982343,-1.0746579846683,1.79618026865064,0.833333333333333,0.760869565217391,0.863636363636364,0.666666666666667,0.75,0.65,0.666666666666667,0.8125,25,35,38,16,30,13,12,13,2.04207955077,1.78376048807732,2.17146154676181,1.50538528396375,1.74914773486438,1.45997845107586,1.50538528396375,1.96180454368717,TRUE,TRUE
"lts3_0326I_33_01",231,7,36,1040,1314,0.970588235294118,0.033457249070632,1.88950996033343,-1.83224788147302,3.72175784180645,1,1,1,0.875,0.95,1,0.888888888888889,1,30,46,44,21,38,20,16,16,Inf,Inf,Inf,2.98259726184902,3.47710150842449,Inf,3.05288823032037,Inf,TRUE,TRUE
