"sub","hit","miss","fa","cr","tot","hr","far","zhr","zfar","dprime","hr1","hr2","hr4","hr8","hr16","hr32","hr64","hr128","hits1","hits2","hits4","hits8","hits16","hits32","hits64","hits128","dp1","dp2","dp4","dp8","dp16","dp32","dp64","dp128","hrPass","hitsPass"
"lts2_0525L_25_01",228,9,35,1041,1313,0.962025316455696,0.0325278810408922,1.77468830701134,-1.84487473911875,3.61956304613008,1,0.977777777777778,0.977272727272727,1,0.975,0.85,0.888888888888889,0.9375,30,44,43,24,39,17,16,15,Inf,3.85474951131413,3.84529830822473,Inf,3.8048387236588,2.88130812861254,3.0655150879661,3.37899528347129,TRUE,TRUE
"lts2_0525L_26_01",227,15,13,1058,1313,0.93801652892562,0.0121381886087768,1.53833411635056,-2.25272684521305,3.79106096156361,0.967741935483871,0.918367346938776,0.954545454545455,0.875,0.975,0.9,1,0.875,30,45,42,21,39,18,18,14,4.10132313371446,3.64690005408218,3.94334847479795,3.40307622558906,4.21269082975311,3.53427841075765,Inf,3.40307622558906,TRUE,TRUE
"lts2_0525L_27_01",197,43,56,1018,1314,0.820833333333333,0.0521415270018622,0.9185455310591,-1.62443475780225,2.54298028886135,1,0.914893617021277,0.863636363636364,0.64,0.925,0.75,0.611111111111111,0.4375,30,43,38,16,37,15,11,7,Inf,2.99595523060508,2.72123831989577,1.98289355105345,3.06396622874071,2.29892450799833,1.90665090486476,1.46712407319208,TRUE,TRUE
"lts2_0525L_28_01",231,8,10,1065,1314,0.96652719665272,0.00930232558139535,1.83203902464754,-2.35335922225601,4.18539824690355,1,0.978260869565217,1,1,0.975,1,0.894736842105263,0.75,30,45,44,24,39,20,17,12,Inf,4.37244542283915,Inf,Inf,4.31332320679606,Inf,3.60547874252123,3.02784897245209,TRUE,TRUE
"lts2_0530L_29_01",224,14,15,1060,1313,0.941176470588235,0.013953488372093,1.5647264713618,-2.19859157260603,3.76331804396783,0.966666666666667,0.977777777777778,0.977272727272727,0.958333333333333,1,0.95,0.833333333333333,0.647058823529412,29,44,43,23,40,19,15,11,4.03250620842194,4.20846634480141,4.19901514171201,3.93025596872827,Inf,3.8434451995575,3.16601313870773,2.57598351643458,TRUE,TRUE
"lts2_0530L_30_01",194,45,32,1043,1314,0.811715481171548,0.0297674418604651,0.884235612616376,-1.88422251175903,2.76845812437541,0.833333333333333,0.91304347826087,0.931818181818182,0.958333333333333,0.875,0.619047619047619,0.5,0.375,25,42,41,23,35,13,9,6,2.85164407786073,3.24395989569764,3.37369255408697,3.61588690788128,3.03457189213504,2.18720295981524,1.88422251175903,1.56558314779466,TRUE,TRUE
"lts2_0530L_31_01",196,41,29,1047,1313,0.827004219409283,0.0269516728624535,0.942392821342779,-1.92761247734634,2.87000529868912,0.96551724137931,0.91304347826087,0.931818181818182,0.833333333333333,0.9,0.8,0.5,0.25,28,42,41,20,36,16,9,4,3.7462580701964,3.28734986128495,3.41708251967428,2.89503404344805,3.20916404289094,2.76923371091926,1.92761247734634,1.25312272715026,FALSE,TRUE
"lts2_0530L_32_01",209,30,15,1061,1315,0.874476987447699,0.0139405204460967,1.14781238091596,-2.19895614342711,3.34676852434307,1,0.956521739130435,0.909090909090909,0.833333333333333,0.875,0.75,0.666666666666667,0.764705882352941,30,44,40,20,35,15,12,13,Inf,3.91063144993684,3.53413387954605,3.16637770952881,3.34930552380312,2.87344589362319,2.62968344272257,2.92047842740945,TRUE,TRUE
"lts2_0601L_33_01",231,11,6,1066,1314,0.954545454545455,0.00559701492537313,1.6906216295849,-2.53658270375974,4.22720433334463,0.967741935483871,1,0.977777777777778,0.958333333333333,0.975,0.909090909090909,0.888888888888889,0.8125,30,46,44,23,39,20,16,13,4.38517899226115,Inf,4.54645747595512,4.26824709988198,4.49654668829979,3.87176043987867,3.75722305260709,3.42372926277861,TRUE,TRUE
"lts2_0601L_34_01",225,14,38,1037,1314,0.941422594142259,0.0353488372093023,1.56682838066334,-1.80741450241387,3.37424288307721,1,1,0.931818181818182,0.958333333333333,0.975,0.904761904761905,0.777777777777778,0.8125,30,46,41,23,39,19,14,13,Inf,Inf,3.29688454474181,3.53907889853612,3.76737848695393,3.11658621919965,2.57212417620026,2.69456106143275,TRUE,TRUE
"lts2_0601L_35_01",203,36,64,1011,1314,0.849372384937239,0.0595348837209302,1.03374534157028,-1.55869000974872,2.592435351319,0.774193548387097,0.934782608695652,0.931818181818182,0.916666666666667,0.85,0.8,0.833333333333333,0.5,24,43,41,22,34,16,15,8,2.31141880400689,3.0710795958164,3.04816005207666,2.94168413684936,2.59512339924251,2.40031124332164,2.52611157585042,1.55869000974872,TRUE,TRUE
"lts2_0601L_36_01",165,76,42,1031,1314,0.684647302904564,0.0391425908667288,0.480734237850459,-1.76072368617722,2.24145792402768,0.870967741935484,0.782608695652174,0.704545454545455,0.708333333333333,0.75,0.428571428571429,0.578947368421053,0.25,27,36,31,17,30,9,11,4,2.89170129442237,2.54175749769993,2.29824279237999,2.30924596887531,2.4352134363733,1.58071131638451,1.95992501096648,1.08623393598114,FALSE,TRUE
"lts2_0608L_37_01",204,36,25,1049,1314,0.85,0.0232774674115456,1.03643338949379,-1.99032691636958,3.02676030586337,0.9,0.891304347826087,0.840909090909091,0.833333333333333,0.975,0.80952380952381,0.578947368421053,0.75,27,41,37,20,39,17,11,12,3.27187848191418,3.22382147833827,2.98852808852247,2.95774848247128,3.95029090090964,2.86646976561642,2.18952824115885,2.66481666656566,TRUE,TRUE
"lts2_0608L_38_01",160,81,63,1008,1312,0.663900414937759,0.0588235294117647,0.423131706858084,-1.5647264713618,1.98785817821988,0.741935483870968,0.666666666666667,0.681818181818182,0.75,0.731707317073171,0.7,0.368421052631579,0.470588235294118,23,30,30,18,30,14,7,8,2.21405038454826,1.99545377065726,2.03751559235407,2.23921622155788,2.1827112598303,2.08912698406984,1.22868833098998,1.49093519755353,TRUE,TRUE
"lts2_0611L_39_01",188,53,33,1040,1314,0.780082987551867,0.0307548928238583,0.772473519264986,-1.86981303462901,2.642286553894,1,0.847826086956522,0.863636363636364,0.666666666666667,0.714285714285714,0.7,0.684210526315789,0.5,30,39,38,16,30,14,13,8,Inf,2.89696730754401,2.96661659672253,2.30054033392447,2.43576185656188,2.39421354733705,2.34931868795996,1.86981303462901,TRUE,TRUE
"lts2_0628L_40_01",188,52,65,1009,1314,0.783333333333333,0.0605214152700186,0.783500375389774,-1.5504112896765,2.33391166506628,0.741935483870968,0.826086956521739,0.8,0.875,0.8,0.8,0.611111111111111,0.6875,23,38,36,21,32,16,11,11,2.19973520286297,2.48922560655341,2.39203252324942,2.70076067005251,2.39203252324942,2.39203252324942,1.83262743673901,2.03918770079117,TRUE,TRUE
